image_path,food_name,MatchedRecipe,Ingredients,Instructions,PrepTimeInMins,CookTimeInMins,PackingTimeInMins,Diet,Course,Calories (kcal),Protein (g),Carbs (g),Fat (g)
organized_food/phirni/28ac9df5a6.jpg,phirni,Gulab Phirni Recipe,"1/4 cup Rice,1 liter Milk - full fat,Few Saffron strands,1/4 cup Sugar -,2 tablespoons Dried rose petals,Mixed nuts - pistachio and almonds for garnishing","To begin making the Gulab Phirni Recipe, soak the rice in water for half an hour.Drain water and pulse in a grinder till you get a grainy consistency. The grains should feel gritty between your fingers and should be slightly bigger than semolina.Bring the milk to a brisk boil in a large saucepan, add the rice and saffron while whisking continuously. Turn the heat to low and keep stirring to avoid lumps.Keep stirring the mixture every couple of minutes.After about 20 minutes the mixture will start to thicken. Simmer the phirni mixture for another 20 to 25 minutes till it thickens considerably and the rice is completely cooked. Stir Occasionally to avoid the Phirni from sticking to the bottom of the pan.Once done add the sugar and mix till it dissolves. Turn off the heat and allow the Phirni mixture cool. Once it's cooled completely, transfer to a mixer-grinder and pulse for exactly 5 seconds. This helps to give the phirni a creaminess and remove any lumps.  You can also use a hand blender as well.Stir in the rose petals and transfer the Gulab Phirni into serving bowls. Garnish with chopped pistachios, almonds and rose petals. Cool the Gulab Phirni in the refrigerator for at least 3 hours or overnight and serve cold.Serve Gulab Phirni Recipe along with samosas and Mawa Gujiya With Badam and Pista Recipe to guests during festive occasions.",30,35,5,Vegetarian,Dessert,160,4.0,25.0,5.0
organized_food/pithe/52eb4c2a1f.jpg,pithe,Bhaja Pithe Recipe,"1 cup Yellow Moong Dal (Split) - boiled,2 Sweet Potatoes - boiled,Rice flour - as required,1 teaspoon Whole Wheat Flour,1/2 teaspoon Cumin powder (Jeera) - roast and ground,1 pinch Salt,1-1/2 teaspoons Sesame seeds (Til seeds),Sunflower Oil - to deep fry,1 cup Fresh coconut,1-1/2 cups Nolen Gur,2 Cardamom (Elaichi) Pods/Seeds - crushed,Jaggery - heated till molten or condensed milk","To prepare Bhaja Pithe Recipe, get ready with all the ingredients. Take a kadai and dry roast coconut and jaggery, stir constantly till fragrant and done, to avoid burning. Keep aside.To make the dough, in a bowl, mash the boiled moong dal and boiled sweet potatoes.Add jaggery, salt, roasted cumin powder and sesame seeds and mix well.Add wheat flour and rice flour and make the dough soft.To make Bhaja PitheMake small balls from the prepared dough.Take one by one and Flatten using your palm then with thumb and finger make shapes as of a bowl.Stuff the coconut filling in it and close its edges and make a shape like the puli pithe.Deep fry in hot oil on medium flame in a deep frying pan, till they are golden brown. Deep fry in batches. Allow it to cool and drizzle condensed milk or liquid jaggery to serve Bhaja Pithe Recipe.",30,90,5,Vegetarian,Dessert,220,4.0,45.0,3.0
organized_food/poha/06a10b3c3b.jpg,poha,Aloo Poha Recipe - Batata Poha,"2 cups Poha (Flattened rice),2 Potatoes (Aloo) - boiled,1/4 cup Green peas (Matar) - steamed,1/2 teaspoon Mustard seeds,1/2 teaspoon Cumin seeds (Jeera),1 sprig Curry leaves - finely chopped,2 Onion - finely chopped,2 Green Chillies - slit lengthwise,2 inch Ginger - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Asafoetida (hing),2 teaspoons Sugar,2 Lemons - juice extracted,2 tablespoon Roasted Peanuts (Moongphali),2 tablespoons Sunflower Oil,2 tablespoons Coriander (Dhania) Leaves - finely chopped,3/4 cup Fresh Pomegranate Fruit Kernels - to serve,Salt - to taste,1/2 cup Sweet corn - steamed,1/2 cup Green Moong Sprouts","To begin making the Aloo Poha Recipe-Batata Poha Recipe, we will first rinse the poha or flattened rice under cold water and drain any excess water. Using a large strainer for washing helps ease the rinsing process. Transfer the rinsed rice to a large bowl; stir in the turmeric, salt, sugar, asafoetida and keep aside.Heat oil in a pan on medium heat; add the mustard seeds, cumin seeds and allow them to crackle.Once the seeds have crackle stir in the onions, curry leaves, ginger, green chillies and sauté until the onions are tender and become translucent. Now stir in the potatoes and sauté for a couple of minutes till potatoes are cooked.Once done gradually stir in the flattened rice mixture into the onion and potato mixture.Sprinkle about 3 tablespoons of water and gently stir to combine all the ingredients. Turn the heat to low, cover the pan with a lid and let it simmer for 4-5 minutes. You will notice the flattened rice has fluffed up a little.Once the poha is done turn off heat and stir in the freshly squeezed lemon juice, steamed peas, roasted peanuts and chopped coriander leaves. Let the aloo poha sit covered for another minute.Serve the Aloo/Batata Poha hot sprinkled with pomegranate and a hot cup of chai made with chai ka masala or with Beet Latte Recipe.",20,30,5,Vegetarian,Indian Breakfast,180,4.0,35.0,3.0
organized_food/poornalu/1fcd97e261.jpg,poornalu,Bedmi Poori Recipe - Spiced Split Black Lentil Pooris,"1 cup Black Urad Dal (Split) - soaked for 5-6 hours,2-1/2 cups Whole Wheat Flour,1/2 teaspoon Asafoetida (hing),1 teaspoon Ginger - grated,2-1/2 teaspoons Fennel Powder,4 Dry Red Chillies,2 teaspoons Coriander (Dhania) Seeds,1/2 teaspoon Cumin seeds (Jeera),1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Green Chilli Paste,2 tablespoon Sunflower Oil,Salt - to taste,Sunflower Oil - to deep fry,Water - to knead","To begin making the Bedmi Pooris Recipe, first dry roast the red chilies, coriander seeds and cumin seeds until they are lightly toasted and aromatic. Take care not to burn them.Cool them down and grind into a coarse powder and reserve for later use.Drain the water from the soaked urad dal/split black lentils and add it to the blender. Blend the dal to a coarse paste without using any water.Transfer the ground dal in a large bowl. Add ground chilli-coriander powder, amchoor, a teaspoon oil, ginger, salt, fennel powder and asafoetida and mix well to combine.Add the wheat flour to this and gradually add a little water at a time, as needed, to knead the dough.Knead it well to make medium soft consistency dough which is firm, yet soft and pliable.Cover the dough with damp cloth and rest it for 30 minutes.After 30 minutes, knead the dough one more time, thoroughly.Divide it into 18-20 equal sized small balls about the size of a golf ball.Meanwhile warm enough oil in a kadhai or deep pan, for deep frying the Bedmi Pooris.Take one ball at a time and and roll out into a disc of 4 inches.When the oil is hot enough, gently slide in the rolled poori and fry it on medium high heat until puffed and golden brown on either side.Once done remove from the oil using a slotted spoon and place on absorbent paper.Proceed the same way with the rest of the dough till none remains.Serve the Bedmi Pooris with Dubki Wale Aloo or Aloo Tamatari Curry for a wholesome breakfast.",20,60,5,Vegetarian,Indian Breakfast,320,6.0,55.0,8.0
organized_food/pootharekulu/8b2de42133.jpg,pootharekulu,Avarekalu Tikki Recipe,"1 cup Avarekalu / Lilva Beans,3 Potatoes (Aloo) - boiled and peeled,2 Sweet Potatoes - boiled and peeled,1 teaspoon Ginger - grated,2 Green Chillies - finely chopped,1 Onion - finely chopped,1 tablespoon Coriander Powder (Dhania),1 tablespoon Garam masala powder,1 tablespoon Cumin powder (Jeera),1 teaspoon Turmeric powder (Haldi),1/4 cup Mint Leaves (Pudina) - chopped,1/4 cup Coriander (Dhania) Leaves - chopped,Sunflower Oil - for greasing,Salt - to taste","To begin making the Avarekalu Tikki Recipe Recipe, first prep all the ingredients and keep them ready.Boil the potatoes in the pressure cooker, peel and keep them aside. In the same pressure cooker add the avarekalu with some water and salt and boil it for 3 whistles. Leave it aside to release the pressure naturally.In a bowl, add in both the boiled regular potatoes and sweet potatoes, cooked avarekalu beans, a teaspoon of grated ginger, two roughly chopped green chilies, a large finely chopped onion, spice powder, chopped mint leaves, coriander leaves and some salt to taste.Use your hand to mash them until the potatoes are coarsely mashed and all the ingredients come together. Once it is mixed well, shape them into kebabs or tikkis.Grease your fingers with a little oil and shape the potato dough into bite size tikkis or large lemon size balls.Proceed the similar way with the remaining mixture.You can also shape the dough in the form of a cylinder like the kebabs, dust them in breadcrumbs and insert them into a skewer and grill them. I will now place the tikkis over a heated flat pan for about 15 minutes on either side until lightly browned.Drizzle some oil on each of the tikkis. If you want it to be crisper then you can drizzle some more oil on top of the aloo tikkis .The oil will give them a soft and yet crisp texture.Serve the Avarekalu Tikki Recipe along with Masala Chai and Mavinakayi Chitranna Recipe for your evening snack.",10,30,5,Vegetarian,Appetizer,320,3.0,60.0,8.0
organized_food/qubani_ka_meetha/9a40b677a4.jpg,qubani_ka_meetha,Khatta Meetha Petha Recipe - Khatta Meetha Petha (Recipe In Hindi),"1 pumpkin, 4 green chillies, 1/2 teaspoon whole black pepper, 1 tablespoon oil, 1 teaspoon fennel, 1 teaspoon sugar, salt, 1 dry mango powder, green coriander - finely chopped","To make sweet and sour petha, first peel and cut the pumpkin. Cut green chillies and keep them separately.  Add fennel seeds and black pepper in a pan. After 15 seconds, take it out in a bowl and keep it aside. Add some more oil in the same pan. Add pumpkin, salt and cook until pumpkin becomes soft. After it becomes soft, add sugar, green chillies and mix. Cover the pan and let it cook for 2 minutes. Now crush the fennel and black pepper. Open the pan and add this mixture to the vegetable. Add dry mango powder, salt, mix and let it cook for 1 minute. Turn off the gas and garnish with green coriander. Serve Khatta Meetha Petha with Garlic Dal, Boondi Raita and Phulka for lunch.",10,30,5,Vegetarian,Lunch,230,2.0,55.0,1.0
organized_food/rabri/06b493f201.jpg,rabri,Basundi / Rabri Recipe,"2 liter Milk,3/4 cup Sugar - (I like adding a little less sugar please adjust according to your taste),1 teaspoon Cardamom Powder (Elaichi),2 Saffron strands,1/4 cup Badam (Almond) - or pistachios","To begin making the Basundi Recipe, we will first have to condense the milk. To do this, place the milk on high heat over a heavy bottomed sauce pan and bring it boil.Add the sugar and stir continuously until the sugar dissolves. Once the sugar has dissolved and the milk is boiling vigorously for a few minutes reduce the heat to low and simmer the milk mixture stirring continuously until it is reduced to three fourths of its original quantity. The condensation will cause the cream from the milk to settle on the sides and bottom of the pan. Its important to keep scraping down the cream and adding it back to the condensing milk.The mixture will begin to thicken and get a creamy texture. It is important to make sure towards the end of the condensing process to be close to the stove monitoring the milk and stirring it continuously. The last stages are when the condensed milk can get burned at the bottom of the pan and completely alter the taste of the basundi.Note Again: During the process of condensation of the milk, keep stirring the cream that keep forms, as it will stick to the sides and bottom of of them pan, while stirring keep scrapping down the sides and bottom to prevent burning of the cream.Once the milk has reduced to half of its original quantity, turn off the heat. The Basundi (Rabri) is almost ready. All you have to do now is to  stir in the cardamom powder and the finely chopped nuts.Transfer the Basundi (Rabri) to a serving dish and allow it to cool before you can refrigerate for 3-4 hours. Serve the Basundi (Rabri) hot or cold, during any season or serve it as a party dessert and enjoy.Note: You can add fruits like Lychee's and Strawberries to make a delicious Strawberry Rabri or Lychee Rabri. And serve the Rabri chilled for the warm winter nights or after a spicy Indian Meal.Serve the Basundi as part of a dessert along with Badam Elaichi Kulfi Recipe With Condensed Milk, Pista ice cream and Falooda to make a quick Indian sundae. Likewise you can serve Rabri with Homemade Jalebi Recipe or Malpua With Rose And Saffron Syrup Recipe",10,45,5,Vegetarian,Dessert,280,8.0,25.0,16.0
organized_food/ras_malai/4dd93d5262.jpg,ras_malai,Angoori Rasmalai Recipe,"1 1/2 liter Milk,1/3 cup Condensed Milk,1 tablespoon Lemon juice,1 cup Sugar,4 Cardamom (Elaichi) Pods/Seeds,Mixed nuts - like flaked almonds and pistachios for garnish","To begin making the Angoori Rasmalai, we will first have to make the chena or the cottage cheese for the rasmalai. Heat 1 liter of the milk in a heavy bottomed pan. Allow the milk to come to a brisk boil. Once the milk comes to a brisk boil, pour in the lime juice and give the milk a stir. Turn off the heat. You will notice that the milk curdles immediately after the addition of the lemon juice and clear whey will separate.Strain the chena in a muslin cloth strainer and allow the excess liquid to drain out. Let it rest in the strainer for about an hour.  After a couple of hours you will notice the chena is separated from all its whey.Place the chena in a wide mixing bowl and begin to knead the chena with the heel of your palm. Knead well for about 5 to 10 minutes until you get a really smooth dough. Make small bite size balls of the chena dough. Roll the chena balls between your palm to make the outer surface smooth. This will be your angoori (grape sized) rasmalai balls. Boil the 3 cups of water and the sugar in a wide pressure cooker. Add 2 powdered green cardamoms in it. Once the syrup comes to a rolling boil place the chena balls in very carefully.Attach the lid and cook on medium until two whistles. Let the steam and pressure dissipate naturally.Open and carefully take the angoori rasmalai balls out one by one. Try not to crowd the cooker or the tiny balls will break. Cook these chena balls in 2-3 batches.Take out the balls from the syrup and gently squeeze out the syrup and keep aside.While the chena balls are simmering, start boiling the remaining half litre milk in another heavy bottomed pan. Once it comes to boil add the condensed milk and let it simmer on medium heat for 15-20 minutes.Stir occasionally to prevent it from burning at the bottom. Add the chena balls in it along with crushed cardamom powder and simmer gently for another couple of minutes.Cool and serve the Angoori Rasmalai with a generous sprinkle of flaked almonds and chopped pistachios.Serve Angoori Rasmalai along with Bengali Sita Bhog as desserts during the festive season pr when you have guests coming over.Note: To make the angoori rasmalais in a pan make the same syrup in a heavy bottomed wide pan. Once the sugar is dissolved bring it to a rolling boil. Carefully drop the chena balls and keep it boiling for 8-10 minutes or till they float on the top. Follow the rest of the method to make the Rasmalai.",30,60,5,Vegetarian,Dessert,200,8.0,20.0,10.0
organized_food/rasgulla/12dace47fc.jpg,rasgulla,Baked Jaggery Rasgulla Recipe,"10 Rasgulla - cut in half horizontally,200 grams Paneer (Homemade Cottage Cheese),1 cup Milk,4 tablespoons Palm jaggery,4 tablespoons Condensed Milk,Saffron strands - Few,Pistachios - for garnishing,1 teaspoon Brown Sugar (Demerara Sugar) - for sprinkling","To begin making Baked Jaggery Rasgulla, firstly preheat the oven to 200 degree C.Blend the paneer, condensed milk, jaggery and saffron till it becomes really smooth. Make sure that you adjust the sweetness according to your taste.In a shallow baking pan arrange the rasgullas and pour the paneer-milk mixture over it.Sprinkle a little brown sugar over each rasgullas and add the pistachios. Cover it with aluminium foil and let it bake for about 18-20 minutes.After 18-20 minutes, Take it out from the oven and let it cool for a few minutes.Serve Baked Jaggery Rasgulla as a dessert after your delicious meal of Panchmel Dal, Beetroot Thoran and Tawa Paratha.",10,30,5,Vegetarian,Dessert,186,4.0,40.0,1.0
organized_food/sandesh/4b4a8b808b.jpg,sandesh,Khandeshi Dal Recipe,"2 tablespoons Green Moong Dal (Whole),2 tablespoons Pink Masoor Dal (Split),2 tablespoons Arhar dal (Split Toor Dal),2 tablespoons White Urad Dal (Split),2 tablespoons Chana dal (Bengal Gram Dal),1/4 teaspoon Turmeric powder (Haldi),Sunflower Oil - as required,1 teaspoon Mustard seeds,2 Dry Red Chillies,1 Bay leaf (tej patta),3 teaspoon Lemon juice,3 tablespoon Coriander (Dhania) Leaves - chopped,Salt - to taste,1/4 cup Dry coconut (kopra) - grated,1/2 cup Onions - sliced,1-1/2 tablespoon Coriander Powder (Dhania),Cumin powder (Jeera),3 Kashmiri dry red chillies,3 Cloves (Laung),2 Cardamom (Elaichi) Pods/Seeds,1 inch Cinnamon Stick (Dalchini),3 Whole Black Peppercorns,4 cloves Garlic","To begin making the Khandeshi Dal recipe, we will firstly begin with the pakka masala for the dal.Heat the oil in a wide pan. Add grated coconut and sliced onions, sauté for 3 to 4 minutes.Add dry red chillies, coriander cumin powder, cloves, cardamom, cinnamon and black peppercorn. Saute for another 2 to 3 minutes on low-medium flame.Add garlic and sauté on medium flame for few seconds. Turn off the stove. Let it cool down completely.Once cooled, blend in a mixer or in a blender to a smooth powder/paste and keep it aside.The next step is to prepare the dal. Clean, wash and soak the mix dals and moong in a water for atleast 30 to 40 minutes.Pressure cook dal and moong in a cooker with 2 cups of water, salt and turmeric powder. Boil Dal & Moong well.Add 1/2 of the prepared Pakka masala powder/paste into dal, mix well and keep it aside.For tempering, heat oil in a tadka pan and add mustard seeds. When the seeds crackle, add the dry red chillies and bayleaf. Sauté on medium flame.Add the prepared Dal mixture, mix well and cook. Cook for 3 to 4 minutes, and stir continuously.Add some more Pakka masala if you want more flavors and spice. Add lemon juice, chopped cilantro and adjust the salt accordingly.Cook on low flame for a couple of minutes more and turn off the stove. Garnish with some chopped cilantro and serve it immediately.Serve Khandeshi Dal with Boondi Raita, Phulkas or steamed rice for a perfect weekday lunch.",10,30,5,High Protein Vegetarian,Lunch,150,8.0,15.0,6.0
organized_food/shankarpali/3b4e9e7b19.jpg,shankarpali,Shakkarpara Recipe (Shankarpali),"1 cup Water,1/4 cup Sugar,2-1/2 cup Vivatta Maida - or use whole wheat flour,1/4 teaspoon Salt - to taste,1/4 cup Ghee,Sunflower Oil - for deep frying,4 tablespoons Sugar - powdered,1 teaspoon Cinnamon Powder (Dalchini)","To begin with the Shankarpali recipe, first heat the water, sugar in a saucepan until the sugar dissolves. Take off the heat and cool it slightly.Sieve the flour and salt into a mixing bowl and mix it along with ghee, till it forms coarse crumbs. Gradually add the water-sugar mixture into the flour.Mix and knead the flour into a firm but pliable dough. Keep it covered in a cool place for 30 minutes.Heat oil in a wok and divide the dough into 3-4 portions. Roll out each portion into a thin (about 7-8 inches) circle or depending on the thickness you want.Cut squares or diamonds using a pizza cutter, knife or a special Shankarpali cutter.Deep fry on low-medium flame in a deep fry pan till the Shankarpali turn golden and crisp.Mix the cinnamon and powder sugar in a small bowl. While the Shankarpali is still hot, dust it with the cinnamon sugar.Cool completely and store in an airtight container.Serve Shakkarpara as a tea time snack or you can even pack these in your kids snack box.",10,90,5,Vegetarian,Snack,460,6.0,60.0,22.0
organized_food/sheer_korma/1d0397ff69.jpg,sheer_korma,Egg Korma Recipe,"4 Whole Eggs - hard boiled,2 tablespoon Sunflower Oil,1 tablespoon Cumin seeds (Jeera),2 Onions - chopped,2-3 Green Chilli - chopped,2 Tomatoes - chopped,1 tablespoon Ginger Garlic Paste,1 tablespoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 tablespoon Coriander Powder (Dhania),1/2 tablespoon Garam masala powder,1/2 cup Coconut milk,Salt - to taste,Coriander (Dhania) Leaves - small bunch","To begin making Egg Korma Recipe, hard boil the eggs firstly. Keep all the ingredients ready.Heat oil in a pan, once the oil is hot, on low medium heat, add cumin seeds, and let them splutter.Once they splutter, add chopped onion and green chillies and saute on medium heat until onions are light brown in colour and starting to caramelize.Immediately add ginger garlic paste and saute on low medium heat until the raw aroma of ginger and garlic goes away.Now add the chopped tomatoes and saute till the tomatoes become soft and get cooked properly.Turn off the flame and let the mixture cool down a bit.Grind it to a corse paste in a mixer grinder.Heat same pan again, and add the ground paste in it.Add red chilli powder, turmeric powder, coriander powder, cumin powder, garam masala and salt to taste.Mix well and add about half cup water and bring the mixture to a boil.Add coconut milk to the mixture and let it cook for 5 minutes on medium heat.Now add boiled eggs and cook for 2 minutes more.Egg korma is ready,garnish it with chopped coriander and serve hot.Serve Egg Korma Recipe in lunch or dinner with Butter Naan Recipe or Methi Lachha Paratha Recipe and another side dish like Fansi Muthia Nu Shaak Recipe.",10,20,5,Eggetarian,Side Dish,200,5.0,25.0,9.0
organized_food/sheera/6b0d7dc2e0.jpg,sheera,Pineapple And Semolina Sheera Recipe,"1/2 cup Sooji (Semolina/ Rava),1/2 cup Ghee,1/2 cup Sugar,1/2 cup Pineapple - chopped,7 Raisins,7 Pistachios - sliced,7 Cashew nuts - sliced,Water - as required,1/2 teaspoon Cardamom (Elaichi) Pods/Seeds - powdered,Saffron strands - dipped in 1 tablespoon warm water","To begin with Pineapple And Semolina Sheera Recipe, first heat ghee in kadhai and add semolina. Stir it continuously till it turns golden brown.No add chopped pineappleand mix it well, cover the kadhai with a lid and allow it to cook for 2 – 3 minutes.Now add water and give it a stir so that semolina doesn’t form lumps. As you keep stiring the mixture starts to cook, leave it on medium flame for another 2 – 3 minutes.Once cooked add sugar, continue to stir the sheera so that the moisture is not there.Before putting the flame down add saffron water, some cardamom powder and raisins, mix it well and taste if the sugar is fine and if everything tastes perfect remove the kadai from heat.Transfer the Pineapple and Semolina Sheera to a serving bowl and garnish it with sliced cashew and Pistachio.",10,25,5,Vegetarian,Dessert,350,4.0,50.0,15.0
organized_food/shrikhand/6f2f154feb.jpg,shrikhand,Thandai Shrikhand Tart Recipe,"1-1/2 cups All Purpose Flour (Maida),1 pinch Salt,1/4 Cardamom Powder (Elaichi),1/4 teaspoon Cinnamon Powder (Dalchini),1 teaspoons Black pepper powder,1 pinch Nutmeg powder,5 tablespoons Butter (unsalted) - cold,1/4 cup Fresh coconut - grated,2 tablespoons Badam (Almond) - blanched and peeled,2 tablespoons Cashew nuts,2 tablespoon Pistachios,1 teaspoon Poppy seeds,1/4 cup Sugar - powdered,Chilled water,2 cups Shrikhand,Pistachios - few for garnishing,Mixed fruits - Assortment of fruits like","To begin making the Thandai Shrikhand Tart Recipe, first prepare the shrikhand according to the Shrikhand recipe and keep it refrigerated for at least 4 hours.The next step is to make the Thandai Flavored Tart recipe.Powder the nuts together until you get a coarse mixture.In a large mixing bowl, add all the ingredients including the powdered nuts, chilled butted and knead well till you get a coarse crumb like mixture.Add a little cold water at a time and knead to make a firm dough. Take care to add a tablespoon of cold water at a time.Once the thandai tart dough is ready, cover it with cling film and keep it in the refrigerator for 30 minutes.Preheat the oven at 180 degrees and line a parchment paper in a 7"" tart pan.Take out the dough from the fridge. Dust the surface with flour and roll the tart dough to make a circle large enough to fit the 7 inch tart pan.Now carefully invert the rolled dough over the tart mould. Press the dough on to the sides and bottom of the tart pan.Prick the tart dough with a fork all around and place it in the preheated oven to bake for about 30 to 40 minutes until you notice the tart is browned and golden in color.Once tart is baked, remove it from the oven and allow it to cool completely. Keep the Thandai tart in its pan.Once the Thandai tart is cooled, pour the shrikhand mixture over the tart and tap the pan gently on the counter to release any air bubbles.Top the Thandai tart with your choice of fresh fruit or berries before serving.Sprinkle nutmeg powder and pistachios on it and enjoy this fruity flavoured Thandai Shrikhand Tart Recipe for Holi Festival or any other special occasion.",10,90,5,Vegetarian,Dessert,250,6.0,40.0,8.0
organized_food/sohan_halwa/7d622e4078.jpg,sohan_halwa,Corn Beer Recipe - Makki Beer,"2 cups Sweet corn,1/2 cup Milk,1/2 cup Sugar,4 tablespoons Ghee,Saffron strands - a generous pinch,2 Cardamom (Elaichi) Pods/Seeds,10 Whole cashews","To begin making the Corn Halwa recipe, firstly boil or pressure cook sweet corn in 2 tablespoons of water for 2 whistles. Allow it to cool.Add the cooked corn kernels to mixer and grind into coarse paste adding a little water.Heat 2 tablespoons ghee in a heavy bottomed pan. Add the corn paste and saute well for 5 minutes until the colour changes to golden.Now add milk, sugar, saffron and crushed cardamom to it. Stir well and cook the Corn Halwa in medium flame until it becomes slightly thick.Add the remaining ghee and cook the Corn Halwa stirring continuously until the ghee gets absorbed and starts leaving sides of the pan. This will take about 6 to 8 minutes.Heat a tadka pan with ghee. Add the cashews and fry till they turn a little brown in colour.Add these cashews with ghee on the Corn Halwa and it is ready to be served.Serve Corn Halwa as a dessert after a simple meal of Palak Dal, Sev Tamatar Ki Sabzi and Phulka for a weekday meal.",5,20,5,Vegetarian,Dessert,520,6.0,50.0,32.0
organized_food/sohan_papdi/0d1c9cd3aa.jpg,sohan_papdi,Golpapdi Recipe | Guru Papdi | Sukhdi recipe | Gujarati Gol Papdi,"1 cup Whole Wheat Flour,1/4 cup Ghee,1/2 cup Jaggery - powdered/ grated,1 teaspoon Cardamom Powder (Elaichi) - freshly ground,1 teaspoon Dry ginger powder,2 tablespoons Dessicated Coconut,1/4 cup Badam (Almond) - fine sliced","To begin making the Golpapdi Recipe (Gol Papdi/ Sukhdi), melt the ghee in a frying pan and add the wheat flour and cardamom powder and ginger stirring constantly till it turns golden brown and releases the roasted aroma. This process takes about 10 minutes on medium heat. Ensure the heat is not on high as it will burn the wheat flour too quickly.Once the wheat flour has turned a good brown color, turn off the heat and quickly add the jaggery and stir well, so the jaggery melts quickly in the heat into the wheat flour.Note: The addition of jaggery to the wheat flour mixture is a tricky procedure. The whole mixture can get brittle and gooey. So use caution, and turn off heat just before adding jaggery.As soon as the jaggery melts, and the mixture is still warm, pour the mixture into a greased baking sheet and spread it evenly with a 3/4th inch thickness.Sprinkle the sliced almonds and coconut and cut into diamond/square shapes while it is still warm. Set the Golpapdi / Gur Papdi / Sukhdi aside and allow it to sit untouched, you can also refrigerate it for it to set faster. After about an hour, once the it has cooled, you will find that the crisp Golpapdi is ready.Store the Golpapdi / Gur Papdi / Sukhdi in airtight containers for about 2 weeks in the refrigerator for maximum freshness.Serve the Golpapdi Recipe / Gur Papdi / Sukhdi as a delicious Tea Time Snack or After School Snacks.",10,20,5,Vegetarian,Dessert,500,5.0,60.0,26.0
organized_food/sutar_feni/4a48c3630a.jpg,sutar_feni,Mirchi Ka Kuta Recipe,"20 Green Chillies,1 tablespoon Mustard seeds,1 tablespoon Fennel seeds (Saunf),Salt - to taste,2 Lemon - juiced,1 tablespoon Sunflower Oil","To begin making Mirchi Ka Kuta Recipe, In a pestle and mortar, crush the mirchi and keep it in a bowl.Grind the mustard seeds and saunf in a grinder or pestle and mortar and keep it aside.Once the mirchi is crushed, to the same bowl, add ground mustard seeds and sauf by adding a little oil.Mix it well and add 2 fresh lemon juice into it.Keep in sun for 2 days. you can eat it immediately also, but pickled version tastes yummier.Serve Mirchi Ka Kuta Recipe along with Lauki Thepla Recipe and a bowl of homemade curd.",10,15,5,Vegetarian,Side Dish,480,4.0,60.0,24.0
organized_food/unni_appam/6fb347aa74.jpg,unni_appam,Oats Unni Appam/ Nei Appam Recipe,"1 cup Instant Oats (Oatmeal),1/8 cup Whole Wheat Flour,1/8 cup Rice flour,3/4 cup Jaggery - powdered,1 Ripe Bananas - mashed,1/4 cup Water,1/4 teaspoon Baking soda,4 tablespoon Ghee","To prepare 10 Minutes Oats Unni Appam/ Nei Appam Recipe, grind the oats to powder it.Blend the powdered oats, jaggery, rice flour, wheat flour, baking soda and chopped banana together.Add water and blend again to make the appam batter.The consistency of the appam batter should be similar to that of idly batter.Add ghee in the paniyaram pan and heat over medium flame.Add about 1/4 teaspoon of ghee in each appam-cup.Drop a spoonful of batter in the hot ghee. Similarly, fill the rest of the pan with the batter to fry the appams.Once the edges start to turn golden brown, flip the appams using a greased spoon to cook the other side.Fry for another minute or so until the appam turns crispy golden all over. Repeat frying in batches.Repeat the same with the remaining batter. You may add lesser ghee while frying the second batch of appams as the pan will be well greased.10 Minutes Oats Unni Appam/ Nei Appam Recipe are ready to be served as a snack on a weekend or along with a nice Kerala meal.",20,20,5,Vegetarian,Snack,310,3.5,50.0,10.0
